ad,marka,fiyat,indirimli_fiyat,indirim_orani,url,kategori,site,zaman
"Acbc x deri̇mod kadın pembe bağcıklı kalın tabanlı sneaker","Derimod","4999.99","2599.99","48.0","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-mavi-bagcikli-kalin-tabanli-sneaker-25sfd43516f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın vizon bağcıklı kalın tabanlı sneaker","Derimod","4749.99","1699.99","64.2","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-bej-bagcikli-kalin-tabanli-sneaker-25sfd43146f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Acbc x derimod kadın beyaz bağcıklı sneaker","Derimod","4999.99","2599.99","48.0","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-beyaz-bagcikli-sneaker-25sfd435314","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Acbc x derimod kadın bej bağcıklı süet sneaker","Derimod","4999.99","2599.99","48.0","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-sari-bagcikli-suet-sneaker-25sfd435210","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","3499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-krem-bagcikli-kalin-tabanli-deri-sneaker-26pfd500518-5637158076","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın krem bağcıklı kalın tabanlı deri sneaker","Derimod","3499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-26pfd500518-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın beyaz bağcıklı deri sneaker","Derimod","3249.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-deri-sneaker-26pfd500718-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı süet deri sneaker","Derimod","3249.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-suet-deri-sneaker-26pfd410914-5637145360","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı deri sneaker","Derimod","3249.99","1649.99","49.2","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-deri-sneaker-26pfd411014-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın vizon bağcıklı süet deri sneaker","Derimod","4999.99","3499.99","30.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-suet-deri-sneaker-26pfd220614-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı süet deri sneaker","Derimod","4749.99","2899.99","38.9","Derimod","https://derimod.com.tr/products/kadin-taba-bagcikli-suet-deri-sneaker-26pfd420410-5637145847","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kumaş sneaker","Derimod","4249.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-vizon-bagcikli-kumas-sneaker-26pfd43016f-5637145755","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın krem bağcıklı kalın tabanlı sneaker","Derimod","4499.99","2249.99","50.0","Derimod","https://derimod.com.tr/products/kadin-krem-bagcikli-kalin-tabanli-sneaker-26pfe457614-5637158076","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın kahverengi bağcıklı kalın tabanlı süet deri sneaker","Derimod","4999.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-kalin-tabanli-suet-deri-sneaker-26pfd510310-5637145360","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı örgülü sneaker","Derimod","5499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-orgulu-sneaker-26pfd43036f-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın turuncu bağcıklı deri sneaker","Derimod","5499.99","2749.99","50.0","Derimod","https://derimod.com.tr/products/kadin-yesil-bagcikli-deri-sneaker-26pfd431214-5637145396","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın bej bağcıklı kalın tabanlı kumaş sneaker","Derimod","5999.99","2999.99","50.0","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-beyaz-bagcikli-kalin-tabanli-kumas-sneaker-26pfe49526f-5637145326","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın gri bağcıklı deri sneaker","Derimod","6499.99","3899.99","40.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-deri-sneaker-26pfd552914-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı sneaker","Derimod","4499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-beyaz-bagcikli-sneaker-26pfe457514-5637145326","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej kalın tabanlı sneaker","Derimod","4499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-kahverengi-kalin-tabanli-sneaker-26pfe457814-5637145620","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın taba bağcıklı deri sneaker","Derimod","4499.99","2699.99","40.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-deri-sneaker-26pfd220914-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı deri sneaker","Derimod","6999.99","4899.99","30.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-deri-sneaker-26pfd494818-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın krem bağcıklı deri sneaker","Derimod","6499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-taba-bagcikli-deri-sneaker-26pfd553014-5637145364","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı süet sneaker","Derimod","3499.99","3149.99","10.0","Derimod","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-kalin-tabanli-suet-sneaker-26pfe145210-5637145360","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın beyaz bağcıklı kalın tabanlı taşlı kumaş sneaker","Derimod","5499.99","","0.0","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-kahverengi-bagcikli-kalin-tabanli-tasli-kumas-sneaker-26pfd43156f-5637145360","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","5999.99","2999.99","50.0","Derimod","https://derimod.com.tr/products/kadin-turuncu-bagcikli-kalin-tabanli-suet-deri-sneaker-26pfd431910-5637145424","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın beyaz bağcıklı kalın tabanlı kumaş sneaker","Derimod","5999.99","2999.99","50.0","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-bej-bagcikli-kalin-tabanli-kumas-sneaker-26pfe49526f-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın kahverengi bağcıklı kalın tabanlı süet sneaker","Derimod","3499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-suet-sneaker-26pfe145210-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej kalın tabanlı bağcıklı sneaker","Derimod","3749.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-siyah-kalin-tabanli-bagcikli-sneaker-26pfe145414-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın yeşil kalın tabanlı bağcıklı kumaş sneaker","Derimod","5999.99","2999.99","50.0","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-beyaz-kalin-tabanli-bagcikli-kumas-sneaker-26pfe49566f-5637145326","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","6999.99","3499.99","50.0","Derimod","https://derimod.com.tr/products/kadin-gri-bagcikli-kalin-tabanli-sneaker-26pfe496414-5637145341","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın gri kalın tabanlı sneaker","Derimod","5999.99","2999.99","50.0","Derimod","https://derimod.com.tr/products/kadin-bej-kalin-tabanli-sneaker-26pfe496214-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın gri bağcıklı kalın tabanlı sneaker","Derimod","6999.99","3499.99","50.0","Derimod","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-sneaker-26pfe496414-5637145326","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","2749.99","50.0","Derimod","https://derimod.com.tr/products/kadin-krem-bagcikli-kalin-tabanli-deri-sneaker-26pfd371618-5637158076","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın beyaz bağcıklı deri sneaker","Derimod","5249.99","2599.99","50.5","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-deri-sneaker-26pfd371514-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın mavi bağcıklı jean deri sneaker","Derimod","4999.99","2499.99","50.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-deri-sneaker-26pfd370714-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın taba bağcıklı kalın tabanlı süet sneaker","Derimod","3499.99","2449.99","30.0","Derimod","https://derimod.com.tr/products/kadin-taba-bagcikli-kalin-tabanli-suet-sneaker-26pfe145110-5637145364","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı süet deri sneaker","Derimod","4749.99","2399.99","49.5","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-suet-deri-sneaker-26pfd420610-5637145330","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","4999.99","2999.99","40.0","Derimod","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26pfd511418-5637145326","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın gri bağcıklı kalın tabanlı desenli sneaker","Derimod","3499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-altin-bagcikli-kalin-tabanli-desenli-sneaker-26pfe4012sm-5637145600","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın altın bağcıklı kalın tabanlı desenli sneaker","Derimod","3499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-gri-bagcikli-kalin-tabanli-desenli-sneaker-26pfe4012sm-5637145591","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Alberto guardiani kadın beyaz deri kalın tabanlı bilekli sneaker","Derimod","4999.0","3999.99","20.0","Derimod","https://derimod.com.tr/products/alberto-guardiani-kadin-siyah-beyaz-leopar-deri-kalin-tabanli-bilekli-sneaker-g03g100010","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Alberto guardiani kadın bej louise kalın tabanlı bağcıklı deri sneaker","Derimod","6950.0","4199.99","39.6","Derimod","https://derimod.com.tr/products/alberto-guardiani-kadin-bej-louise-kalin-tabanli-bagcikli-deri-sneaker-g03g100026","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın bej on - the - go flex - clover comfort sneaker","Derimod","4999.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-bej-on-the-go-flex-clover-comfort-sneaker-138182-tpe","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah leopar desenli bağcıklı sneaker","Derimod","4899.0","3919.2","20.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-leopar-desenli-bagcikli-sneaker-155642-bbk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Caterpillar kadın gri i̇ntruder essential bağcıklı süet deri sneaker","Derimod","6999.0","4999.99","28.6","Derimod","https://derimod.com.tr/products/caterpillar-kadin-gri-intruder-essential-bagcikli-suet-deri-sneaker-013g101005","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın bej hazel - step n flow bağcıklı spor sneaker","Derimod","6799.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-bej-hazel-step-n-flow-bagcikli-spor-sneaker-177575-nat","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın siyah spherica bağcıklı kumaş sneaker","Derimod","5999.99","4399.99","26.7","Derimod","https://derimod.com.tr/products/geox-kadin-siyah-spherica-bagcikli-kumas-sneaker-d15nua0006kc9999","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah fashion fit bağcıklı kalın tabanlı kumaş sneaker","Derimod","5199.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-fashion-fit-bagcikli-kalin-tabanli-kumas-sneaker-88888179tk-bbk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın vizon d runntix bağcıklı sneaker","Derimod","6999.99","","0.0","Derimod","https://derimod.com.tr/products/geox-kadin-vizon-d-runntix-bagcikli-sneaker-d46rra022asc6029","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın lacivert d spherica plus a - knit.te + sy bağcıklı kumaş sneaker","Derimod","6999.99","4799.99","31.4","Derimod","https://derimod.com.tr/products/geox-kadin-lacivert-d-spherica-plus-a-knitte-sy-bagcikli-kumas-sneaker-d557ma06kbcc4002","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın vizon d spherica ecub - 1 a - nappa bağcıklı deri sneaker","Derimod","8499.99","5499.99","35.3","Derimod","https://derimod.com.tr/products/geox-kadin-vizon-d-spherica-ecub-1-a-nappa-bagcikli-deri-sneaker-d46wea00085c1zh6","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın beyaz bobs b love - true delight bağcıklı kalın tabanlı kumaş sneaker","Derimod","5799.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-beyaz-bobs-b-love-true-delight-bagcikli-kalin-tabanli-kumas-sneaker-117617-wht","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah fine shine kalın tabanlı sneaker","Derimod","5499.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-fine-shine-kalin-tabanli-sneaker-177345-blk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah d'lux comfort - surreal kumaş sneaker","Derimod","3999.0","2999.25","25.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-dlux-comfort-surreal-kumas-sneaker-104347-bbk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah hazel - step n flow bağcıklı kalın tabanlı sneaker","Derimod","6799.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-hazel-step-n-flow-bagcikli-kalin-tabanli-sneaker-177575-blk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın bej spherica ecub-1 bağcıklı deri sneaker","Derimod","7999.99","3999.99","50.0","Derimod","https://derimod.com.tr/products/geox-kadin-bej-spherica-ecub-1-bagcikli-deri-sneaker-d45web00085c8191","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın bej fashion fit bağcıklı kumaş sneaker","Derimod","5199.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-bej-fashion-fit-bagcikli-kumas-sneaker-88888179tk-tpe","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın mavi d spherica ec13 a - nap + emb.te bağcıklı dolgu topuklu sneaker","Derimod","8999.99","6599.99","26.7","Derimod","https://derimod.com.tr/products/geox-kadin-mavi-d-spherica-ec13-a-nap-embte-bagcikli-dolgu-topuklu-sneaker-d45waa085dsc4005","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Alberto guardiani kadın beyaz new era bağcıklı deri sneaker","Derimod","6950.0","4199.99","39.6","Derimod","https://derimod.com.tr/products/alberto-guardiani-kadin-bej-new-era-bagcikli-deri-sneaker-g03g100028","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Alberto guardiani kadın siyah wen kalın tabanlı bağcıklı simli deri sneaker","Derimod","6950.0","4199.99","39.6","Derimod","https://derimod.com.tr/products/alberto-guardiani-kadin-siyah-wen-kalin-tabanli-bagcikli-simli-deri-sneaker-g03g100022","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın mavi d spherica ec4.d - em. tex + sy bağcıklı desenli kalın tabanlı sneaker","Derimod","7999.99","5399.99","32.5","Derimod","https://derimod.com.tr/products/geox-kadin-mavi-d-spherica-ec4d-em-tex-sy-bagcikli-desenli-kalin-tabanli-sneaker-d55tcd0dsbcc4005","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın bej spherica plus bağcıklı kalın tabanlı kumaş sneaker","Derimod","6999.99","4699.99","32.9","Derimod","https://derimod.com.tr/products/geox-kadin-bej-spherica-plus-bagcikli-kalin-tabanli-kumas-sneaker-d557ma06kbnch62l","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın çok renkli d amabel a - nappa + suede bağcıklı deri sneaker","Derimod","7999.99","5099.99","36.3","Derimod","https://derimod.com.tr/products/geox-kadin-cok-renkli-d-amabel-a-nappa-suede-bagcikli-deri-sneaker-d45mda08522c1zj8-5637327576","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah virtue - divinity sneaker","Derimod","4699.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-virtue-divinity-sneaker-104421-bbk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın beyaz spherica ec4.1 deri bağcıklı sneaker","Derimod","8499.99","5899.99","30.6","Derimod","https://derimod.com.tr/products/geox-kadin-beyaz-spherica-ec41-deri-bagcikli-sneaker-d35tcb085y2c0232","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Alberto guardiani kadın beyaz new era bağcıklı deri sneaker","Derimod","6950.0","4199.99","39.6","Derimod","https://derimod.com.tr/products/alberto-guardiani-kadin-beyaz-new-era-bagcikli-deri-sneaker-g03g100017","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın beyaz d spherica ecub - 1 a - na + pr.sy bağcıklı deri sneaker","Derimod","8499.99","6099.99","28.2","Derimod","https://derimod.com.tr/products/geox-kadin-beyaz-d-spherica-ecub-1-a-na-prsy-bagcikli-deri-sneaker-d46wea08504c1z8z","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın beyaz modern d'lux bağcıklı sneaker","Derimod","4999.0","3249.35","35.0","Derimod","https://derimod.com.tr/products/skechers-kadin-beyaz-modern-dlux-bagcikli-sneaker-158584-ofwt","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın gri spherica ec4.1 bağcıklı deri sneaker","Derimod","8499.99","5999.99","29.4","Derimod","https://derimod.com.tr/products/geox-kadin-gri-spherica-ec41-bagcikli-deri-sneaker-d45tcc0bvbcc2x1r","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın bej virtue - divinity sneaker","Derimod","4699.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-bej-virtue-divinity-sneaker-104421-tpe","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın mavi d spherica ecub - 2 b - em.te + su bağcıklı desenli kalın tabanlı deri sneaker","Derimod","8499.99","6299.99","25.9","Derimod","https://derimod.com.tr/products/geox-kadin-mavi-d-spherica-ecub-2-b-emte-su-bagcikli-desenli-kalin-tabanli-deri-sneaker-d55wvc0ck22c4005","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın siyah jaysen bağcıklı deri sneaker","Derimod","6249.99","2999.99","52.0","Derimod","https://derimod.com.tr/products/geox-kadin-siyah-jaysen-bagcikli-deri-sneaker-d621ba08507c9999","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Geox kadın beyaz spherica bağcıklı deri sneaker","Derimod","5999.99","4199.99","30.0","Derimod","https://derimod.com.tr/products/geox-kadin-beyaz-spherica-bagcikli-deri-sneaker-d15nua0006kc1000","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın siyah squad air spor sneaker","Derimod","5799.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-siyah-squad-air-spor-sneaker-117378-bbk","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Skechers kadın kahverengi squad air bağcıklı sneaker","Derimod","5799.0","","0.0","Derimod","https://derimod.com.tr/products/skechers-kadin-kahverengi-squad-air-bagcikli-sneaker-117378-nat","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı deri sneaker","Derimod","5249.99","3299.99","37.1","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-deri-sneaker-25sfd371914","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı sneaker","Derimod","4249.99","2549.99","40.0","Derimod","https://derimod.com.tr/products/kadin-camel-bagcikli-kalin-tabanli-sneaker-25afd431018-5637145649","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı deri sneaker","Derimod","4999.99","2999.99","40.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-25afd290218-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı süet deri sneaker","Derimod","5499.99","3299.99","40.0","Derimod","https://derimod.com.tr/products/kadin-taba-bagcikli-suet-deri-sneaker-25afd511010-5637145364","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı deri sneaker","Derimod","4999.99","3499.99","30.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-25afd221014-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı deri sneaker","Derimod","5249.99","3299.99","37.1","Derimod","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-deri-sneaker-25sfd371318","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","5499.99","3849.99","30.0","Derimod","https://derimod.com.tr/products/kadin-vizon-bagcikli-kalin-tabanli-suet-deri-sneaker-25afd370010-5637145755","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı sneaker","Derimod","6999.99","2699.99","61.4","Derimod","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-sneaker-25sfe49626f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı süet deri sneaker","Derimod","3999.99","2399.99","40.0","Derimod","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-suet-deri-sneaker-25afd500610-5637145360","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","5499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-suet-deri-sneaker-25afd512610-5637145560","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı örgülü sneaker","Derimod","5499.99","","0.0","Derimod","https://derimod.com.tr/products/kadin-cok-renkli-bagcikli-kalin-tabanli-orgulu-sneaker-25sfd43086f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Acbc x deri̇mod kadın bej kalın tabanlı bağcıklı kumaş sneaker","Derimod","5999.99","2999.99","50.0","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-gri-kalin-tabanli-bagcikli-kumas-sneaker-25sfd43566f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı kalın tabanlı deri sneaker","Derimod","5999.99","4199.99","30.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-25afd370614-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı deri sneaker","Derimod","5499.99","2749.99","50.0","Derimod","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-deri-sneaker-25afd510914-5637145360","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Acbc x derimod kadın bej bağcıklı sneaker","Derimod","4999.99","2399.99","52.0","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-siyah-bagcikli-sneaker-24wfd435414","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın bej bağcıklı kalın tabanlı sneaker","Derimod","4749.99","1699.99","64.2","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-vizon-bagcikli-kalin-tabanli-sneaker-25sfd43146f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Acbc x deri̇mod kadın bej bağcıklı kalın tabanlı kumaş sneaker","Derimod","5499.99","2699.99","50.9","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-beyaz-bagcikli-kalin-tabanli-kumas-sneaker-25sfd43556f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın bej bağcıklı deri sneaker","Derimod","5249.99","3299.99","37.1","Derimod","https://derimod.com.tr/products/kadin-beyaz-bagcikli-deri-sneaker-25sfd372218","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Derimod zero kadın bej desenli kalın tabanlı sneaker","Derimod","4749.99","2099.99","55.8","Derimod","https://derimod.com.tr/products/derimod-zero-kadin-bej-desenli-kalin-tabanli-sneaker-25sfd43036f","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Acbc x derimod kadın siyah bağcıklı sneaker","Derimod","4999.99","2399.99","52.0","Derimod","https://derimod.com.tr/products/acbc-x-derimod-kadin-bej-bagcikli-sneaker-24wfd435414","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","4749.99","3299.99","30.5","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-25afd412914-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","6499.99","1949.99","70.0","Derimod","https://derimod.com.tr/products/kadin-vizon-bagcikli-kalin-tabanli-deri-sneaker-25afd370714-5637145755","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın siyah fermuarlı bağcıklı kalın tabanlı deri sneaker","Derimod","4499.99","2999.99","33.3","Derimod","https://derimod.com.tr/products/kadin-beyaz-fermuarli-bagcikli-kalin-tabanli-deri-sneaker-25sfd511118","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","1649.99","70.0","Derimod","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-25afd511118-5637145339","Kadın Spor Ayakkabı","2026-06-18T22:28:30"
"Erkek kahverengi bağcıklı kalın tabanlı deri sneaker","Derimod","3999.99","","0.0","Derimod","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd680818-5637145339","Erkek Spor Ayakkabı","2026-06-18T22:29:57"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","3999.99","3499.99","12.5","Derimod","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-kalin-tabanli-deri-sneaker-26sfd680818-5637145360","Erkek Spor Ayakkabı","2026-06-18T22:29:57"
